simulation_id,auction_type,per_ruolo,agent_id,agent_type,total_evaluation,bestxi_evaluation,credits_spent,players_count,bestxi_budget
random_True_1,random,True,dynamic_cap_bestx1_balanced,DynamicCapAgent,2.203166226912929,1.646437994722955,525,25,0.95
random_True_1,random,True,dynamic_cap_bestx1_aggressive,DynamicCapAgent,2.2744063324538257,1.7440633245382586,595,25,0.99
random_True_1,random,True,RLDeepAgent,RLDeepAgent,3.2506596306068603,2.4327176781002637,862,25,
random_True_1,random,True,random_1,RandomAgent,0.8891820580474934,0.6649076517150395,168,25,
random_True_1,random,True,cap_tier,CapAgent,4.052770448548813,2.4195250659630605,999,25,0.95
random_True_1,random,True,dynamic_cap_tier,DynamicCapAgent,2.4036939313984167,1.8179419525065963,589,25,0.95
random_True_1,random,True,cap_bestx1_balanced,CapAgent,3.9736147757255935,2.390501319261214,480,25,0.95
random_True_1,random,True,cap_bestx1_aggressive,CapAgent,5.058047493403694,3.2849604221635884,986,22,0.99
random_False_1,random,False,random_1,RandomAgent,1.6912928759894459,1.358839050131926,464,25,
random_False_1,random,False,cap_bestx1_aggressive,CapAgent,5.047493403693932,3.261213720316623,1000,25,0.99
random_False_1,random,False,cap_tier,CapAgent,5.279683377308707,3.9313984168865432,1000,25,0.95
random_False_1,random,False,dynamic_cap_tier,DynamicCapAgent,1.6094986807387863,1.0870712401055407,286,25,0.95
random_False_1,random,False,dynamic_cap_bestx1_balanced,DynamicCapAgent,1.5197889182058049,0.8311345646437995,217,25,0.95
random_False_1,random,False,cap_bestx1_balanced,CapAgent,4.870712401055409,3.3641160949868074,1000,25,0.95
random_False_1,random,False,RLDeepAgent,RLDeepAgent,2.58311345646438,1.907651715039578,688,25,
random_False_1,random,False,dynamic_cap_bestx1_aggressive,DynamicCapAgent,3.554089709762533,2.311345646437995,531,25,0.99
listone_True_1,listone,True,dynamic_cap_tier,DynamicCapAgent,2.232189973614776,1.6332453825857518,522,25,0.95
listone_True_1,listone,True,random_1,RandomAgent,1.229551451187335,1.0026385224274406,325,25,
listone_True_1,listone,True,cap_tier,CapAgent,4.788918205804749,3.746701846965699,983,25,0.95
listone_True_1,listone,True,cap_bestx1_aggressive,CapAgent,5.0,3.0659630606860158,950,25,0.99
listone_True_1,listone,True,dynamic_cap_bestx1_balanced,DynamicCapAgent,1.9525065963060686,1.237467018469657,356,25,0.95
listone_True_1,listone,True,RLDeepAgent,RLDeepAgent,2.6517150395778364,1.9683377308707124,658,25,
listone_True_1,listone,True,dynamic_cap_bestx1_aggressive,DynamicCapAgent,2.559366754617414,1.9393139841688656,592,25,0.99
listone_True_1,listone,True,cap_bestx1_balanced,CapAgent,4.058047493403694,2.849604221635884,344,24,0.95
listone_False_1,listone,False,RLDeepAgent,RLDeepAgent,1.4485488126649078,1.0580474934036939,333,25,
listone_False_1,listone,False,dynamic_cap_tier,DynamicCapAgent,1.9261213720316623,1.3773087071240107,385,25,0.95
listone_False_1,listone,False,cap_bestx1_balanced,CapAgent,3.944591029023747,2.604221635883905,671,25,0.95
listone_False_1,listone,False,random_1,RandomAgent,1.733509234828496,1.329815303430079,464,25,
listone_False_1,listone,False,dynamic_cap_bestx1_balanced,DynamicCapAgent,1.812664907651715,1.1134564643799474,295,25,0.95
listone_False_1,listone,False,cap_tier,CapAgent,5.263852242744063,4.282321899736148,969,25,0.95
listone_False_1,listone,False,dynamic_cap_bestx1_aggressive,DynamicCapAgent,2.6015831134564644,1.812664907651715,598,25,0.99
listone_False_1,listone,False,cap_bestx1_aggressive,CapAgent,3.0026385224274406,2.395778364116095,984,10,0.99
chiamata_True_1,chiamata,True,dynamic_cap_bestx1_aggressive,DynamicCapAgent,4.013192612137203,2.3773087071240107,988,25,0.99
chiamata_True_1,chiamata,True,random_1,RandomAgent,3.295514511873351,1.6675461741424802,1000,25,
chiamata_True_1,chiamata,True,cap_tier,CapAgent,4.0237467018469655,2.588390501319261,1000,25,0.95
chiamata_True_1,chiamata,True,cap_bestx1_aggressive,CapAgent,4.171503957783641,2.9709762532981534,1000,25,0.99
chiamata_True_1,chiamata,True,dynamic_cap_bestx1_balanced,DynamicCapAgent,4.04221635883905,2.4432717678100264,983,25,0.95
chiamata_True_1,chiamata,True,dynamic_cap_tier,DynamicCapAgent,4.047493403693931,2.5989445910290234,998,25,0.95
chiamata_True_1,chiamata,True,cap_bestx1_balanced,CapAgent,4.920844327176781,2.6174142480211082,981,25,0.95
chiamata_True_1,chiamata,True,RLDeepAgent,RLDeepAgent,2.8812664907651717,2.2770448548812663,989,14,
chiamata_False_1,chiamata,False,RLDeepAgent,RLDeepAgent,4.113456464379947,3.153034300791557,1000,25,
chiamata_False_1,chiamata,False,dynamic_cap_bestx1_balanced,DynamicCapAgent,4.084432717678101,2.474934036939314,986,25,0.95
chiamata_False_1,chiamata,False,random_1,RandomAgent,3.870712401055409,2.7598944591029024,1000,25,
chiamata_False_1,chiamata,False,cap_bestx1_aggressive,CapAgent,3.8284960422163588,2.33245382585752,1000,25,0.99
chiamata_False_1,chiamata,False,dynamic_cap_bestx1_aggressive,DynamicCapAgent,4.102902374670185,2.490765171503958,988,25,0.99
chiamata_False_1,chiamata,False,cap_tier,CapAgent,3.796833773087071,2.7387862796833775,1000,25,0.95
chiamata_False_1,chiamata,False,dynamic_cap_tier,DynamicCapAgent,4.129287598944591,2.841688654353562,997,25,0.95
chiamata_False_1,chiamata,False,cap_bestx1_balanced,CapAgent,3.8047493403693933,2.0870712401055407,996,21,0.95
