auction_number,timestamp,deep_agent,cap_bestx1_balanced,cap_bestx1_aggressive,cap_tier,dynamic_cap_bestx1_balanced,dynamic_cap_bestx1_aggressive,dynamic_cap_tier,random_1
22,2025-08-05 19:04:10.838411,0.0,3.171503957783641,2.899736147757256,2.5804749340369395,2.870712401055409,2.7941952506596306,2.807387862796834,2.087071240105541
23,2025-08-05 19:04:15.103429,0.0,3.092348284960422,2.730870712401056,3.050131926121372,2.928759894459103,2.8179419525065965,2.8021108179419523,2.1715039577836412
24,2025-08-05 19:04:19.472224,0.0,3.345646437994723,2.741424802110818,3.0184696569920844,2.8232189973614776,2.825857519788918,2.9920844327176788,1.4802110817941951
25,2025-08-05 19:04:23.747721,0.0,3.350923482849604,3.2058047493403694,2.6675461741424806,2.83377308707124,2.778364116094987,2.7730870712401057,1.862796833773087
26,2025-08-05 19:04:26.199599,1.95778364116095,2.7493403693931397,2.601583113456465,2.598944591029024,2.3984168865435356,2.3192612137203166,2.662269129287599,1.8073878627968336
27,2025-08-05 19:04:28.398283,2.4591029023746707,3.0527704485488125,2.680738786279683,2.868073878627969,2.736147757255937,2.6437994722955147,2.7282321899736144,1.6411609498680737
28,2025-08-05 19:04:30.280610,2.4591029023746707,3.192612137203166,2.575197889182058,3.0263852242744065,2.720316622691293,2.870712401055409,2.7598944591029024,2.0000000000000004
29,2025-08-05 19:04:32.237560,2.7203166226912927,3.3799472295514508,2.74934036939314,2.511873350923483,2.7546174142480213,2.9234828496042216,2.733509234828496,1.963060686015831
30,2025-08-05 19:04:34.003903,2.7203166226912927,3.3350923482849604,2.87598944591029,2.3931398416886545,2.7546174142480213,2.8918205804749344,2.699208443271768,2.3482849604221636
31,2025-08-05 19:04:35.802153,2.7203166226912927,3.390501319261214,3.211081794195251,2.5989445910290234,2.7124010554089715,2.7440633245382586,2.8021108179419527,2.263852242744063
32,2025-08-05 19:04:37.737929,2.9815303430079156,3.390501319261214,2.894459102902375,2.7810026385224274,2.7625329815303434,2.928759894459103,2.823218997361477,1.712401055408971
33,2025-08-05 19:04:39.583988,2.9815303430079156,3.3350923482849604,2.836411609498681,2.8153034300791555,2.7598944591029024,2.7889182058047495,3.0158311345646442,1.9894459102902375
34,2025-08-05 19:04:41.377419,2.9815303430079156,3.097625329815303,2.770448548812665,2.746701846965699,2.8337730870712403,2.8654353562005275,2.9472295514511875,2.015831134564644
35,2025-08-05 19:04:43.366886,2.9815303430079156,3.390501319261214,2.6094986807387865,2.920844327176781,2.836411609498681,2.8047493403693933,2.95778364116095,1.820580474934037
36,2025-08-05 19:04:45.289067,2.9815303430079156,3.192612137203166,2.757255936675462,2.6464379947229553,2.9023746701846966,2.7493403693931397,2.8970976253298155,2.2717678100263856
37,2025-08-05 19:04:46.833767,2.9815303430079156,3.387862796833773,3.1108179419525066,3.0633245382585756,2.894459102902375,2.762532981530343,2.8601583113456464,1.6781002638522429
38,2025-08-05 19:04:48.696495,2.9815303430079156,3.3825857519788918,2.4802110817941956,2.95778364116095,2.728232189973615,2.949868073878628,2.817941952506596,2.2110817941952505
39,2025-08-05 19:04:50.622617,2.9815303430079156,3.105540897097625,2.6728232189973617,2.408970976253298,2.7810026385224274,2.8100263852242744,3.0290237467018475,2.385224274406333
40,2025-08-05 19:04:52.468938,2.9815303430079156,3.337730870712401,2.4722955145118735,2.633245382585752,2.939313984168866,2.825857519788918,2.8627968337730874,2.1767810026385224
41,2025-08-05 19:04:54.236388,2.9815303430079156,3.401055408970976,3.1846965699208445,2.509234828496042,2.6728232189973613,2.6992084432717682,2.8364116094986804,2.0633245382585756
42,2025-08-05 19:04:55.946572,2.9815303430079156,3.401055408970976,2.757255936675462,2.3482849604221636,2.733509234828496,2.9129287598944593,2.746701846965699,2.300791556728232
43,2025-08-05 19:04:57.835780,2.9815303430079156,3.129287598944591,2.9076517150395778,2.767810026385225,2.860158311345647,2.762532981530343,3.079155672823219,2.218997361477573
44,2025-08-05 19:04:59.719905,2.9815303430079156,3.1820580474934035,2.7994722955145117,2.6728232189973617,2.820580474934037,2.8100263852242744,2.9050131926121368,2.0052770448548816
45,2025-08-05 19:05:01.610339,2.9815303430079156,3.390501319261214,3.029023746701847,2.815303430079156,2.7150395778364116,2.7176781002638526,2.762532981530343,2.1345646437994725
46,2025-08-05 19:05:03.326755,2.9815303430079156,3.387862796833773,3.116094986807388,2.6411609498680737,2.74934036939314,2.738786279683377,2.765171503957784,1.7097625329815305
47,2025-08-05 19:05:05.309907,2.9815303430079156,3.353562005277045,2.440633245382586,2.986807387862797,2.87598944591029,2.870712401055409,2.7704485488126647,1.58311345646438
48,2025-08-05 19:05:07.194993,2.9815303430079156,3.192612137203166,2.6411609498680737,2.899736147757256,2.8522427440633242,2.846965699208443,2.9630606860158313,2.1055408970976255
49,2025-08-05 19:05:08.948072,2.9815303430079156,3.387862796833773,2.8786279683377307,2.5250659630606864,2.828496042216359,2.7361477572559365,2.8232189973614776,2.4696569920844325
50,2025-08-05 19:05:10.769130,2.9815303430079156,3.1899736147757256,2.7757255936675462,2.8548812664907652,2.7255936675461743,2.8232189973614776,2.8073878627968334,2.158311345646438
51,2025-08-05 19:05:12.280288,2.9815303430079156,3.2216358839050137,2.656992084432718,3.084432717678101,2.633245382585752,2.7361477572559365,2.6886543535620056,1.9155672823219
52,2025-08-05 19:05:13.563674,2.9815303430079156,3.3825857519788918,3.087071240105541,2.5356200527704487,2.9630606860158313,2.66754617414248,2.7203166226912927,1.8812664907651715
53,2025-08-05 19:05:14.658060,2.9815303430079156,3.337730870712401,2.8548812664907652,2.715039577836412,2.7493403693931397,3.0395778364116097,2.7546174142480213,1.9076517150395778
54,2025-08-05 19:05:15.923140,2.9815303430079156,3.3825857519788918,3.031662269129288,2.3984168865435356,2.6464379947229553,2.783641160949868,2.70976253298153,1.878627968337731
55,2025-08-05 19:05:17.195445,2.9815303430079156,3.395778364116095,2.7836411609498684,2.9656992084432714,2.9525065963060686,2.6437994722955143,2.7440633245382586,1.7203166226912932
56,2025-08-05 19:05:18.247537,2.9815303430079156,3.237467018469657,2.7255936675461747,2.709762532981531,2.7730870712401052,2.955145118733509,2.7730870712401057,2.245382585751979
57,2025-08-05 19:05:19.535050,2.9815303430079156,3.4142480211081794,2.5171503957783647,2.591029023746702,2.9604221635883907,2.6464379947229553,2.8733509234828496,1.9683377308707124
58,2025-08-05 19:05:20.709997,2.9815303430079156,3.242744063324538,3.163588390501319,2.1345646437994725,2.823218997361478,2.712401055408971,2.783641160949868,2.2242744063324533
59,2025-08-05 19:05:22.015447,2.9815303430079156,3.343007915567282,2.8258575197889177,2.295514511873351,2.6781002638522433,2.588390501319261,2.8812664907651713,2.065963060686016
60,2025-08-05 19:05:23.285835,2.9815303430079156,3.200527704485488,2.6596306068601585,2.7730870712401052,2.788918205804749,2.8522427440633247,2.8918205804749344,2.20844327176781
61,2025-08-05 19:05:24.605128,2.9815303430079156,3.33245382585752,2.5303430079155675,2.9472295514511875,2.6543535620052765,2.6411609498680737,2.941952506596306,1.8443271767810028
62,2025-08-05 19:05:25.624768,2.9815303430079156,3.33245382585752,2.6464379947229553,2.8970976253298155,2.952506596306069,2.730870712401056,2.7730870712401052,2.0870712401055407
63,2025-08-05 19:05:26.898386,2.9815303430079156,3.3298153034300793,3.007915567282322,2.9155672823219,2.7572559366754623,2.6807387862796834,2.8337730870712403,2.073878627968338
64,2025-08-05 19:05:28.146449,2.9815303430079156,3.2058047493403694,2.6411609498680737,2.857519788918206,2.889182058047493,2.7387862796833775,2.923482849604222,2.079155672823219
65,2025-08-05 19:05:29.560808,2.9815303430079156,3.340369393139842,2.7361477572559365,2.437994722955145,2.7018469656992083,2.6649076517150396,2.905013192612137,1.9472295514511873
66,2025-08-05 19:05:30.798178,2.9815303430079156,3.4063324538258573,3.0844327176781,2.58575197889182,2.741424802110818,2.7150395778364116,2.820580474934037,2.12401055408971
67,2025-08-05 19:05:32.070455,2.9815303430079156,3.387862796833773,3.052770448548813,2.7968337730870716,2.7018469656992083,2.604221635883905,2.9023746701846966,1.8654353562005277
68,2025-08-05 19:05:33.073418,2.9815303430079156,3.187335092348285,2.4722955145118735,3.102902374670185,2.849604221635884,2.936675461741425,2.8311345646437993,2.12401055408971
69,2025-08-05 19:05:34.365497,2.9815303430079156,3.395778364116095,3.0263852242744065,2.424802110817942,2.7150395778364116,2.6464379947229553,2.883905013192612,2.007915567282322
70,2025-08-05 19:05:35.652286,2.9815303430079156,3.398416886543535,2.6596306068601585,3.0659630606860158,2.738786279683377,2.6939313984168867,2.923482849604222,2.1187335092348287
71,2025-08-05 19:05:36.971319,2.9815303430079156,3.2242744063324538,2.889182058047494,2.5725593667546174,2.7150395778364116,2.7124010554089715,2.7150395778364116,2.340369393139842
72,2025-08-05 19:05:38.101357,2.9815303430079156,3.242744063324538,3.1266490765171504,2.261213720316623,2.8575197889182062,2.699208443271768,2.8759894459102906,2.2691292875989446
73,2025-08-05 19:05:39.084767,2.9815303430079156,3.398416886543535,3.044854881266491,2.8522427440633247,2.741424802110818,2.7097625329815305,2.9129287598944593,2.029023746701847
74,2025-08-05 19:05:40.386925,2.9815303430079156,3.350923482849604,2.7783641160949872,2.8311345646438,2.733509234828496,2.7757255936675467,2.905013192612137,2.145118733509235
75,2025-08-05 19:05:41.675111,2.9815303430079156,3.3773087071240107,2.7414248021108176,2.49868073878628,2.6939313984168867,2.6728232189973617,2.934036939313984,1.7941952506596306
76,2025-08-05 19:05:43.037133,2.9815303430079156,3.403693931398417,3.1108179419525066,2.5514511873350925,2.6912928759894457,2.7308707124010554,2.889182058047494,2.237467018469657
77,2025-08-05 19:05:44.302315,2.9815303430079156,3.3113456464379944,2.796833773087071,2.253298153034301,2.654353562005277,2.66754617414248,2.846965699208443,2.029023746701847
78,2025-08-05 19:05:45.722752,2.9815303430079156,3.393139841688654,2.8918205804749344,2.6411609498680746,2.656992084432718,2.8100263852242744,2.7308707124010554,1.7519788918205805
79,2025-08-05 19:05:47.024474,2.9815303430079156,3.398416886543535,2.717678100263852,2.8970976253298155,2.6728232189973613,2.8812664907651717,2.675461741424802,2.1108179419525066
80,2025-08-05 19:05:48.375447,2.9815303430079156,3.3773087071240107,2.8891820580474934,2.670184696569921,2.6754617414248023,2.994722955145119,2.7176781002638526,1.8469656992084433
81,2025-08-05 19:05:49.642381,2.9815303430079156,3.393139841688654,2.8601583113456464,2.928759894459103,2.683377308707124,2.6965699208443272,2.8944591029023745,1.9683377308707124
82,2025-08-05 19:05:50.913284,2.9815303430079156,3.348284960422163,2.7018469656992083,2.728232189973615,2.630606860158311,2.596306068601583,2.973614775725594,1.5804749340369393
83,2025-08-05 19:05:52.154608,2.9815303430079156,3.385224274406333,2.7361477572559365,2.923482849604222,2.6701846965699207,2.6754617414248023,2.9841688654353558,1.7308707124010554
84,2025-08-05 19:05:53.424352,2.9815303430079156,3.263852242744063,2.7678100263852246,2.923482849604222,2.7229551451187337,2.7519788918205803,2.9788918205804746,1.9076517150395778
85,2025-08-05 19:05:54.682156,2.9815303430079156,3.390501319261214,2.9604221635883907,2.33245382585752,2.683377308707124,2.659630606860158,2.902374670184696,2.0422163588390503
86,2025-08-05 19:05:55.951553,2.9815303430079156,3.3720316622691295,2.762532981530343,2.7387862796833775,2.683377308707124,2.6833773087071235,2.963060686015831,2.2058047493403694
87,2025-08-05 19:05:57.043568,2.9815303430079156,3.2559366754617414,2.538258575197889,3.007915567282322,2.8021108179419527,2.7519788918205803,3.021108179419525,2.1715039577836412
88,2025-08-05 19:05:58.308284,2.9815303430079156,3.401055408970976,3.065963060686016,2.6253298153034303,2.781002638522427,2.6886543535620056,2.8812664907651717,2.1134564643799476
89,2025-08-05 19:05:59.308295,2.9815303430079156,3.1820580474934035,2.8232189973614776,2.728232189973615,2.8021108179419523,2.9419525065963064,2.905013192612137,2.153034300791557
90,2025-08-05 19:06:00.595821,2.9815303430079156,3.403693931398417,2.9129287598944593,2.905013192612137,2.6675461741424797,2.928759894459103,2.6939313984168862,2.0184696569920844
91,2025-08-05 19:06:01.872010,2.9815303430079156,3.398416886543535,2.783641160949868,3.1794195250659634,2.6728232189973617,2.899736147757256,2.6807387862796834,2.0712401055408973
92,2025-08-05 19:06:03.109132,2.9815303430079156,3.337730870712401,2.9525065963060686,2.6939313984168867,2.7150395778364116,2.6860158311345645,2.978891820580475,2.100263852242744
93,2025-08-05 19:06:04.446544,2.9815303430079156,3.437994722955145,2.899736147757256,2.66754617414248,2.905013192612137,2.699208443271768,2.701846965699209,1.773087071240106
94,2025-08-05 19:06:05.749632,2.9815303430079156,3.3562005277044853,2.8390501319261214,2.6226912928759893,2.6569920844327175,2.6622691292875986,2.8812664907651717,1.7836411609498681
95,2025-08-05 19:06:07.059457,2.9815303430079156,3.3799472295514508,2.783641160949868,2.8469656992084436,2.725593667546174,2.9604221635883903,2.860158311345647,1.7308707124010556
96,2025-08-05 19:06:08.317199,2.9815303430079156,3.3773087071240107,2.9894459102902378,2.6781002638522433,2.683377308707124,2.6147757255936677,2.9815303430079156,1.8311345646437995
97,2025-08-05 19:06:09.624285,2.9815303430079156,3.393139841688654,2.8680738786279685,2.6253298153034303,2.7467018469656996,2.6781002638522424,2.9498680738786276,1.9683377308707126
98,2025-08-05 19:06:10.869722,2.9815303430079156,3.2058047493403694,2.6649076517150396,2.8733509234828496,2.781002638522427,2.8126649076517154,2.6912928759894457,2.203166226912929
99,2025-08-05 19:06:11.848486,2.9815303430079156,3.393139841688654,2.7097625329815305,2.815303430079156,2.934036939313984,2.7519788918205803,2.736147757255937,2.1477572559366758
100,2025-08-05 19:06:13.152542,2.9815303430079156,3.4063324538258573,2.9973614775725594,2.717678100263852,2.725593667546174,2.6517150395778364,2.870712401055409,2.023746701846966
101,2025-08-05 19:06:14.550941,2.9815303430079156,3.3693931398416885,2.8733509234828496,2.9155672823219,2.656992084432718,2.6701846965699207,2.9894459102902373,1.8443271767810028
102,2025-08-05 19:06:15.954305,2.9815303430079156,3.4063324538258573,3.213720316622691,1.9102902374670188,2.683377308707124,2.7440633245382586,2.891820580474934,2.4722955145118735
103,2025-08-05 19:06:17.283780,2.9815303430079156,3.3799472295514508,2.8839050131926123,2.9050131926121376,2.62532981530343,2.6807387862796834,2.926121372031662,2.1846965699208445
104,2025-08-05 19:06:18.569661,2.9815303430079156,3.3825857519788918,2.8918205804749344,2.918205804749341,2.6649076517150396,2.701846965699209,2.9129287598944593,2.1213720316622693
105,2025-08-05 19:06:19.708999,2.9815303430079156,3.237467018469657,2.7335092348284964,3.2321899736147754,2.7810026385224274,2.7203166226912927,2.894459102902375,1.6912928759894457
106,2025-08-05 19:06:20.727171,2.9815303430079156,3.398416886543535,2.6939313984168867,2.9736147757255935,2.9340369393139842,2.7097625329815305,2.7651715039577835,1.8126649076517152
107,2025-08-05 19:06:21.944197,2.9815303430079156,3.403693931398417,2.9419525065963064,3.0131926121372032,2.8232189973614776,2.6596306068601585,2.7546174142480213,2.0606860158311346
108,2025-08-05 19:06:23.241732,2.9815303430079156,3.3667546174142475,2.5831134564643796,2.870712401055409,2.627968337730871,2.8733509234828496,2.8680738786279685,1.8812664907651717
109,2025-08-05 19:06:24.496676,2.9815303430079156,3.3641160949868074,2.973614775725594,2.4406332453825854,2.6965699208443272,2.5224274406332454,2.8100263852242744,2.232189973614776
110,2025-08-05 19:06:25.768463,2.9815303430079156,3.3746701846965697,2.7308707124010554,2.4934036939313984,2.6543535620052774,2.8601583113456464,2.79155672823219,1.9129287598944593
111,2025-08-05 19:06:26.792319,2.9815303430079156,3.2269129287598948,2.730870712401056,2.6807387862796834,2.728232189973615,2.7176781002638526,3.0105540897097627,2.242744063324538
112,2025-08-05 19:06:28.114843,2.9815303430079156,3.387862796833773,2.9525065963060686,2.6992084432717687,2.7018469656992083,2.6174142480211082,2.95778364116095,1.8944591029023747
113,2025-08-05 19:06:29.402765,2.9815303430079156,3.3350923482849604,2.9076517150395778,3.0791556728232194,2.7176781002638526,2.7071240105540895,2.8891820580474934,1.9683377308707124
